date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:44	37591/37591	---M--	200	added ('OK')	image/jpeg	etag:%222eba8d1-92d7-4fdb31433bd35%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/2.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/2.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:45	31020/31020	---M--	200	added ('OK')	image/jpeg	etag:%222eba933-792c-4fdb31460e06d%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/3.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/3.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:46	33504/33504	---M--	200	added ('OK')	image/jpeg	etag:%222eba96d-82e0-4fdb314743599%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/4.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/4.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:49	36001/36001	---M--	200	added ('OK')	image/jpeg	etag:%222eba9e2-8ca1-4fdb314a6b9e9%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/5.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/5.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:49	13252/13252	---M--	200	added ('OK')	image/jpeg	etag:%222ebaae0-33c4-4fdb3150a1388%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/8.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/8.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:49	1909/1909	---M--	200	added ('OK')	image/png	etag:%22101aa5d-775-4fe1325859118%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Facebook.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Facebook.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:50	33061/33061	---M--	200	added ('OK')	image/jpeg	etag:%222ebaa36-8125-4fdb314c396fd%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/6.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/6.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:50	2211/2211	---M--	200	added ('OK')	image/png	etag:%22101ac0c-8a3-4fe132603ab8f%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Twitter.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Twitter.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:50	34481/34481	---M--	200	added ('OK')	image/jpeg	etag:%222ebaab6-86b1-4fdb314fd7487%22	http://tamashi-themes.com/themes/bamboo/assets/img/portfolio/7.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/portfolio/7.jpg	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:50	2836/2836	---M--	200	added ('OK')	image/png	etag:%22101a9fa-b14-4fe13257b3257%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Dribbble.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Dribbble.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:51	1919/1919	---M--	200	added ('OK')	image/png	etag:%22101ab6f-77f-4fe1325b04ea5%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/LinkedIn.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/LinkedIn.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:51	2932/2932	---M--	200	added ('OK')	image/png	etag:%22101ab4d-b74-4fe1325a535fa%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Instagram.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Instagram.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:52	2136/2136	---M--	200	added ('OK')	image/png	etag:%22101a9a2-858-4fe13255e45e5%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Behance.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Behance.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:52	2054/2054	---M--	200	added ('OK')	image/png	etag:%22101aa93-806-4fe1325947ee6%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/GitHub.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/GitHub.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:53	1954/1954	---M--	200	added ('OK')	image/png	etag:%22101aa63-7a2-4fe132589e741%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Flickr.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Flickr.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:54	2046/2046	---M--	200	added ('OK')	image/png	etag:%22101ac2b-7fe-4fe132623fdc7%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/YouTube.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/YouTube.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:54	1981/1981	---M--	200	added ('OK')	image/png	etag:%22101ac0a-7bd-4fe1325fd3ead%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Tumblr.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Tumblr.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:55	2408/2408	---M--	200	added ('OK')	image/png	etag:%22101ac05-968-4fe1325f2b4ac%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/Spotify.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/Spotify.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:55	2128/2128	---M--	200	added ('OK')	image/png	etag:%22101a9b5-850-4fe13256a971c%22	http://tamashi-themes.com/themes/bamboo/assets/img/social/32px/DeviantART.png	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/social/32px/DeviantART.png	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:02:59	5564/5564	---M--	200	added ('OK')	application/javascript	etag:%22455418b-15bc-4fdb317699716%22	http://tamashi-themes.com/themes/bamboo/assets/js/easing/jquery.easing.min.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/easing/jquery.easing.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:00	93107/93107	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254499a47-16bb3%22	https://code.jquery.com/jquery-1.10.2.min.js	D:/testar%20templates/coderace16/code.jquery.com/jquery-1.10.2.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:02	31819/31819	---M--	200	added ('OK')	application/javascript	etag:%224554d67-7c4b-4fdb31aa9640b%22	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/js/bootstrap.min.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/js/bootstrap.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:02	14190/14190	---M--	200	added ('OK')	application/javascript	etag:%224554953-376e-4fdb318f980c2%22	http://tamashi-themes.com/themes/bamboo/assets/js/shuffle/jquery.shuffle.min.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/shuffle/jquery.shuffle.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:02	12115/12115	---M--	200	added ('OK')	application/javascript	etag:%22455497c-2f53-4fdb3192d1ed2%22	http://tamashi-themes.com/themes/bamboo/assets/js/slippry/slippry.min.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/slippry/slippry.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:04	4776/4776	---M--	200	added ('OK')	application/javascript	etag:%2245549fd-12a8-4fdb319500057%22	http://tamashi-themes.com/themes/bamboo/assets/js/wow/wow.min.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/wow/wow.min.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:04	1781/1781	---M--	200	added ('OK')	application/javascript	etag:%22604d015-6f5-4fe3b691688e4%22	http://tamashi-themes.com/themes/bamboo/assets/js/contact/contact.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/contact/contact.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:04	1728/1728	---M--	200	added ('OK')	application/javascript	etag:%22455412b-6c0-4fdb3171636c4%22	http://tamashi-themes.com/themes/bamboo/assets/js/main.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/main.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:05	54629/54629	---M--	200	added ('OK')	application/javascript	etag:%224554280-d565-4fdb317f430c2%22	http://tamashi-themes.com/themes/bamboo/assets/js/gmaps/gmaps.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/gmaps/gmaps.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:05	30589/30589	---M--	200	added ('OK')	application/javascript	etag:%224554c5e-777d-4fdb319ffe295%22	http://tamashi-themes.com/themes/bamboo/assets/js/lightGallery/js/lightGallery.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/lightGallery/js/lightGallery.js	(from http://tamashi-themes.com/themes/bamboo/index.html)
03:03:06	342/342	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:16%20GMT	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://tamashi-themes.com/themes/bamboo/assets/bootstrap/css/bootstrap.min.css)
03:03:06	342/342	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:18%20GMT	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://tamashi-themes.com/themes/bamboo/assets/bootstrap/css/bootstrap.min.css)
03:03:06	343/343	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:18%20GMT	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://tamashi-themes.com/themes/bamboo/assets/bootstrap/css/bootstrap.min.css)
03:03:07	342/342	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:18%20GMT	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://tamashi-themes.com/themes/bamboo/assets/bootstrap/css/bootstrap.min.css)
03:03:07	342/342	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:19%20GMT	http://tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://tamashi-themes.com/themes/bamboo/assets/bootstrap/css/bootstrap.min.css)
03:03:08	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224554e90-4f42-4fdb31b0d9945%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.eot	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.eot	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:11	62850/62850	---M--	200	added ('OK')	image/svg+xml	etag:%224554f26-f582-4fdb31b26ec57%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.svg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.svg	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:12	23292/23292	---M--	200	added ('OK')	application/x-font-woff	etag:%224554f96-5afc-4fdb31b3abe8b%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.woff	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.woff	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:13	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224554e90-4f42-4fdb31b0d9945%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.eot?	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:15	13812/13812	---M--	200	added ('OK')	application/x-font-woff	etag:%224554fdf-35f4-4fdb31b61d81f%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.woff	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.woff	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:17	41236/41236	---M--	200	added ('OK')	text/plain	etag:%224554f29-a114-4fdb31b280eec%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.ttf	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/glyphicons-halflings-regular.ttf	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:17	36684/36684	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224554f95-8f4c-4fdb31b3a0324%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.eot	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.eot	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:19	81482/81482	---M--	200	added ('OK')	image/svg+xml	etag:%224554fbc-13e4a-4fdb31b59cfbb%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.svg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.svg	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:21	2482/2482	---M--	200	added ('OK')	image/gif	etag:%222eba7fa-9b2-4fdb313aa0cdc%22	http://tamashi-themes.com/themes/bamboo/assets/img/sy-loader.gif	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/sy-loader.gif	(from http://tamashi-themes.com/themes/bamboo/assets/css/slippry/slippry.css)
03:03:21	36684/36684	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224554f95-8f4c-4fdb31b3a0324%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.eot?	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconsetd41d.eot	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:22	834/834	---M--	200	added ('OK')	image/svg+xml	etag:%222eba7fe-342-4fdb313ac94d8%22	http://tamashi-themes.com/themes/bamboo/assets/img/arrows.svg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/arrows.svg	(from http://tamashi-themes.com/themes/bamboo/assets/css/slippry/slippry.css)
03:03:22	1972/1972	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224554ae6-7b4-4fdb3199a92ba%22	http://tamashi-themes.com/themes/bamboo/assets/js/lightGallery/fonts/Slide-icons.eot	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/lightGallery/fonts/Slide-icons.eot	(from http://tamashi-themes.com/themes/bamboo/assets/js/lightGallery/css/lightGallery.css)
03:03:22	36484/36484	---M--	200	added ('OK')	text/plain	etag:%224554fbb-8e84-4fdb31b4f09f5%22	http://tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.ttf	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/fonts/outlined-iconset.ttf	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:23	4178/4178	---M--	200	added ('OK')	image/gif	etag:%224554c06-1052-4fdb319c6453b%22	http://tamashi-themes.com/themes/bamboo/assets/js/lightGallery/img/loading.gif	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/lightGallery/img/loading.gif	(from http://tamashi-themes.com/themes/bamboo/assets/js/lightGallery/css/lightGallery.css)
03:03:24	56332/56332	---M--	200	added ('OK')	image/jpeg	etag:%222eba806-dc0c-4fdb313bc498f%22	http://tamashi-themes.com/themes/bamboo/assets/img/theme-bg.jpg	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/img/theme-bg.jpg	(from http://tamashi-themes.com/themes/bamboo/style.css)
03:03:25	307/307	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jun%202016%2006:05:36%20GMT	http://tamashi-themes.com/themes/bamboo/assets/js/contact.js	D:/testar%20templates/coderace16/tamashi-themes.com/themes/bamboo/assets/js/contact.js	(from http://tamashi-themes.com/themes/bamboo/shortcodes.html)
03:03:25	27822/27822	---MCZ	200	added ('OK')	application/javascript	etag:W/%22353240ad37d1b084a53b1575f8ce57da%22	https://netdna.bootstrapcdn.com/bootstrap/3.0.3/js/bootstrap.min.js	D:/testar%20templates/coderace16/netdna.bootstrapcdn.com/bootstrap/3.0.3/js/bootstrap.min.js	(from http://tamashi-themes.com/themes/bamboo/shortcodes.html)
